"is","annee_contrat","num_contrat","titre_contrat","nom_usage","responsable_due","label_odd1","label_odd2","label_odd3","label_tei","label_global_gateway","objectif_general","objectifs_specifiques","resultats","main_media","youtube","website","facebook","instagram","twitter","linkedin","press","folder","fichiers","type_contrat","nature_contrat","mecanisme_financement","instrument_financement","date_fin","date_debut","organisme","membre_consortium_1","membre_consortium_2","membre_consortium_3","membre_consortium_4","membre_consortium_5","membre_consortium_6","membre_consortium_7","membre_consortium_8","budget_ue","budget_global","co_financement","cof_1_nom","cof_1_euros","cof_2_nom","cof_2_euros","cof_3_nom","cof_3_euros","cof_4_nom","cof_4_euros","cof_5_nom","cof_5_euros","autres_contributions","num_decision","dac_code","thematique","tei","secteur","region","commune","district","reference_opsys","public","relais_com_partenaire",
"FED",2018,396916,"Gestion durable des bois précieux Dalbergia et Diospyros de Madagascar : appui scientifique à la mise en oeuvre du plan d'action de la Convention sur le commerce international des espèces de faune et de flore sauvages menacées d'extinction","G3D","PHILIPPE D'AOUT","ODD n°15 - Vie terrestre",,,,,"Contrôler le commerce international des bois illégalement collectés à Madagascar","1. Déterminer les espèces existantes à Madagascar

2. Etablir des méthodes d’identification à partir de grumes

3. Conserver à long terme les ressources génétiques de ces espèces","Identification de 55 espèces de grands arbres de Dalbergia (palissandre et bois de rose) et 88 espèces de Diospyros (bois d’ébène)

Elaboration d'outils d’identification de bois de Dalbergia et de Diospyros par les méthodes taxonomique, anatomique, mo­lé­culaire et SPIR

Formation des principaux acteurs de la filière bois précieux

Mise en place de quatre laboratoires d’identification et d'un laboratoire de conservation des plantes de Dalbergia et de Diospyros",,,"http://www.g3d-ue.mg/",,,,,,396916,"../../../../../:f:/g/personal/y_karroum_arkoconsulting_org/EhlgrbXrez1Ave-G0tEzqLkBRa3FHm8CNklz5qP5-KMW1Q?e=KnYf64","Madagascar","Subvention","Subvention pour action",,2023-09-30,2018-07-02,"Université d'Antananarivo","École Supérieure des Sciences Agronomiques","Missouri Botanical Garden",,,,,,,1099857,1222974,,"Université d'Antananarivo",123117,,,,,,,,,,38662,41030,"Environnement et ressources naturelles",,"Diversité biologique","Alaotra-Mangoro,Analamanga,Analanjirofo,Androy,Anôsy,Atsimo-Andrefana,Atsimo-Atsinanana,Atsinanana,Betsiboka,Boeny,Bongolava,Diana,Ihorombe,Itasy,Melaky,Menabe,Sava,Sofia,Vatovavy,Fitovinany,Ambatosoa,",,"Antananarivo II;Ankazobe;Antananarivo Avaradrano;Tsiroanomandidy;Miarinarivo;Toamasina II;Toamasina I;Antananarivo Atsimondrano;Manjakandriana;Fenoarivo Be;Arivonimamo;Soavinandriana;Antsirabe I;Antanambao Manampotsy;Marolambo;Ambatondrazaka;Amparafaravola;Moramanga;Andilamena;Fénérive Est;Mananara nord;Maroantsetra;Vavatenina;Soanierana Ivongo;Antsiranana I;Antsiranana II;Ambanja;Ambilobe;Sambava;Antalaha;Vohemar;Andapa;Ambalavao;Ambositra;Manakara;Mananjary;Ifanadiana;Ikongo;Nosy Varika;Vohipeno;Farafangana;Vangaindrano;Vondrozo;Ivohibe;Mahajanga I;Mahajanga II;Ambato Boeny;Soalala;Mitsinjo;Maevatanàna;Kandreho;Tsaratanàna;Antsohihy;Analalava;Bealanana;Befandriana nord;Mampikony;Mandritsara;Port Bergé;Maintirano;Morafenobe;Ambatomainty;Antsalova;Besalampy;Toliary I;Toliary II;Sakaraha;Taolagnaro;Amboasary;Morondava;Belo surTsiribihina;Miandrivazo;Préfecture de Sainte-Marie / Chef lieu : Ambodifotatra;Préfecture de Nosy Be / Chef lieu : Hell-Ville;","PCC-396916","Oui","Mme Nathalie RABETOKOTANY, Régisseur - regisseur.pcaon.bace@gmail.com",
"FED",2022,433655,"Intensification et diversification agroécologiques pour la résilience économique et climatique dans les régions Sava, Analanjirofo et DIANA","IDAREC","PHILIPPE D'AOUT","ODD n°2 - Faim « Zéro »",,,,,"Améliorer les résiliences économique et climatique des petites exploitations agricoles familiales par leur intensification agroécologique et le renforcement de la souveraineté nutritionnelle des ménages exploitants","OS 1 Augmenter les revenus financiers des groupes vulnérables par la promotion des activités génératrices de revenus

OS 2 Promouvoir l’intensification et la diversification agroécologique des petites exploitations agricoles familiales vulnérables

OS 3 Améliorer l’état nutritionnel et les pratiques alimentaires des ménages vulnérables
","- Augmentation du % de ménages impliqués activement dans des AGR

- N61Services para-vétérinaires de proximité améliorés et tontines animales developées

- Augmention des PEAF vulnérables pratiquant l’intensification et la diversification agroécologique, intégrant l’agroforesterie et l’elevage

- Savoir-faire culinaire et pratiques nutritionnelles renforcées

- Accès augmenté au renforcement nutritionel
",,,,,,,,,"432531","../../../../../:f:/g/personal/y_karroum_arkoconsulting_org/Ei1tjUt1rIVFrz-pPBJZtYQBpXeqPVliLFeOltXkcFxKQw?e=YRkb8o","Madagascar","Subvention","Subvention pour action",,2025-07-13,2022-07-14,"Aga Khan Foundation - Royaume-Uni",,,,,,,,,3696000,3696000,,,,,,,,,,,,,39387,43040,"Développement rural",,"Développement rural","Diana,Sava,Analanjirofo ","Farahalana, Ampohimbe, Ambohitralanana, Ampondra, Daraina, Nosibe,
Manonpana, Antanifotsy, Soanierana Ivongo, Ampasibe Manantsatrana, Ampasina Maningory,
Tanambao Marivorahona, Ambakirano, Bemaranja, Ambotoben’Anjavv, Antanambe Manambato
",,"PCC-433655","Oui","M. Herilalaina RAHARISON, Régisseur - herilalaina.mfb@gmail.com",
"FED",,387086,"Sustainable Wildlife Management Makira Programme - phase 2 ","PARC NATUREL MAKIRA","PHILIPPE D'AOUT","ODD n°15 - Vie terrestre",,,,,"
Promouvoir l'utilisation durable des espèces sauvages non protégées et l'augmentation de l'offre de protéines alternatives pour remplacer la consommation de viande sauvage
","Assurer la sécurité alimentaire des communautés locales, tout en conservant les espèces endémiques","Le parc naturel de Makira abrite plus de 60 espèces de mammifères, dont 17 espèces de lémuriens menacées.
Le pourcentage de ménages consommant de la viande de lémurien sur les sites du programme SWM a diminué de 60 % depuis le début de l'initiative.
Les interventions du programme SWM et les services vétérinaires publics ont permis de réduire la mortalité et la morbidité des poulets de 40 % et 90 % respectivement.
Nous soutenons 90 éleveurs de volailles et 60 pisciculteurs et avons formé plus de 900 membres de la communauté à l'utilisation de techniques agricoles améliorées (voir la vidéo de Nirina).
Plus de 430 textes juridiques sur la gestion de la faune et la production d'animaux domestiques ont été identifiés et analysés (voir le Hub juridique du pays) pour soutenir la révision de l'Ordonnance 60-126, qui a établi le régime de chasse en 1960.",,"https://www.youtube.com/watch?v=5T6L9yTGQi0&list=PLzp5NgJ2-dK6Px6Y2ZYXnJ7-Q7hsrsYtJ&index=36","https://www.swm-programme.info/fr/homepage","https://www.facebook.com/WCSMada/?locale=fr_FR",,"https://twitter.com/wcs_mada?lang=en","https://www.linkedin.com/company/wcs-madagascar/","https://www.fao.org/3/cc2623fr/cc2623fr.pdf%20https:/news.mongabay.com/2021/08/for-malagasy-trapped-in-poverty-threatened-lemurs-and-fossas-are-fair-game/","PR001","../../../../../:f:/g/personal/y_karroum_arkoconsulting_org/EoXRAahvPiBCi4xkEcMf_tABEwITQ1t9IA4sGaaqOt98Wg?e=cCcZzS","Autre","Non communiqué (nc)",,,2024-06-08,2017-07-31,"Wildlife Conservation Society (WCS)","FAO - Organisation des Nations unies pour l'alimentation et l'agriculture","CIFOR - Centre de recherche forestière internationale","CIRAD - Centre de coopération internationale en recherche agronomique pour le développement",,,,,,1500000,1500000,,,,,,,,,,,,,,,"Environnement et ressources naturelles",,,"Analanjirofo,Sofia",,"Maroantsetra;Befandriana nord;Mandritsara",,"Oui","M. Edouard RABENIARY, Chef de Projet  - mdb.gie@gmail.com",
"FED",2017,394516,"Appui au développement inclusif des filières horticoles impactées dans le cadre du Programme AFAFI-Nord ","AIFHORT","RAKOTOMAVO TSIORY","ODD n°2 - Faim « Zéro »","ODD n°13 - Lutte contre les changements climatiques",,,,"Renforcer la capacité technique et organisationnelle des acteurs de la chaine de valeur des filières horticoles des régions couvertes par le Programme AFAFI-Nord","Amélioration des différentes étapes de la chaine de valeur de filières de productions par l’expertise, le conseil, les formations et les services apportés par le Centre technique horticole et le Centre de transformation et de conservation de produits de Tamatave en appui aux acteurs locaux de ces filières","R1- Les acteurs locaux des filières de production majeures identifiés dans les 3 régions couvertes par le Programme AFAFI-Nord bénéficient d’expertises, de conseils et de formations en vue d’améliorer les différentes étapes de la chaine de valeur de leurs filières.    

R2- Les services en appui au développement des filières horticoles proposées aux acteurs des filières ciblées dans le cadre du Programme AFAFI-Nord sont améliorés suite au renforcement des capacités techniques et organisationnelles du CTHT/CTCP. ",,,"http://www.ctht.org/","https://www.facebook.com/photo/?fbid=1096522741411606&set=a.781349532928930",,,,,"394516","../../../../../:f:/g/personal/y_karroum_arkoconsulting_org/Enh5TbkVcf9BgU-Bs2b3_p8BVyNaL7-pjqehn_4RjApIlw?e=fFIJfw","Madagascar",,,,2023-12-31,2018-06-25,"Centre Technique Horticole de Tamatave",,,,,,,,,1800000,2000000,200000,"Centre Technique Horticole de Tamatave",200000,,,,,,,,,,39387,31200,"Développement rural",,"Développement rural ","Analanjirofo,Diana,","Ambatoharanana, Ambodimanga II, Ampasina Maningory, Ambakiroano, Ampondralava, Mantaly, Beramanaja, Antsohibondrona 
","Fénérive Est;Soanierana Ivongo;Ambilobe;","PCC-394516","Oui","M. Tsialoninarivo RAHAJARY, Directeur National – direction@saf-fjkm.org – saf@moov.mg ",
"FED",2020,415105,"Devis Programme AFAFI NORD -SAVA ",,"RAKOTOMAVO TSIORY","ODD n°2 - Faim « Zéro »","ODD n°1 - Pas de pauvreté","ODD n°13 - Lutte contre les changements climatiques",,,"PROMOUVOIR UN SECTEUR AGRICOLE DURABLE, INCLUSIF ET PERFORMANT DANS LE NORD DE MADAGASCAR","Contribuer à l’amélioration de la gouvernance du secteur pour permettre une croissance agricole inclusive et une utilisation durable des ressources naturelles (OS1) ;                                                                                                                       Contribuer à l’amélioration de la productivité, la rentabilité et la durabilité des chaînes de valeurs agricoles (OS2) ;
Contribuer à l’amélioration de la sécurité alimentaire et nutritionnelle et de la résilience des ménages vulnérables (OS3).
","Pour l’OS1 :
R11 : Les collectivités Territoriales Décentralisées (CTD) sont renforcées pour mieux assumer leurs missions au bénéfice des populations cibles.
R12 : Les Services Techniques Déconcentrés (STD) sont renforcés afin d’assurer leurs missions au bénéfice des populations cibles.
R13 : La structuration et l’opérationnalisation des organisations paysannes et professionnelles ainsi que des communautés de base sont développées.
R14 : Les préalables à la réalisation d’autres activités et les interventions y afférentes sont traitées.

Pour l’OS2 :
R21 : Une meilleure maîtrise de l’eau à usage agricole et pastoral est assurée.
R22 : La productivité et la rentabilité des filières/chaînes de valeur sont améliorées.
R23 : Les préalables à la réalisation d’autres activités et les interventions y afférentes sont traitées.

Pour l’OS3 :
R31 : La promotion des actions de lutte contre la malnutrition est renforcée.
R32 : Des revenus sont générés par un appui à la production et autres AGR pour les groupes plus vulnérables, notamment les femmes et les jeunes.
R33 : L’accès à l’eau potable et à l’hygiène est amélioré.
R34 : Les préalables à la réalisation d’autres activités et les interventions y afférentes sont traitées
",,,,,,,,,"396916","../../../../../:f:/g/personal/y_karroum_arkoconsulting_org/EsGm2uzNYctHrCgCE_yCdwABBQ3Y_isiGNfuWN4Fi3oklA?e=LE8NmC","Madagascar","Mise en œuvre","Pro forma registration (Program Estimates, Budget Support)",,2025-07-31,2020-09-29,"République de Madagascar",,,,,,,,,3150779.29,3150779.29,,,,,,,,,,,,,39387,43040,"Développement rural",,,"Sava,",,,"PCC-415105","Non","M. Samuel DIEVAL, Directeur - samuel.dieval@afdi-opa.org",
"FED",2019,400913,"Renforcement de capacités du Centre Malgache de la Canne et du Sucre dans l'organisation et la mise en œuvre des activités liées au développement de la filière sucre",,"RAKOTOMAVO TSIORY","ODD n°2 - Faim « Zéro »","ODD n°9 - Industrie, innovation et infrastructure","ODD n°1 - Pas de pauvreté",,,"Contribuer au développement durable de la filière sucre à Madagascar en vue d’obtenir l’autosuffisance en 2026 ","Renforcer la capacité du Centre Malgache de la Canne et du Sucre (CMCS) en vue d’améliorer et d’augmenter la productivité agro-industrielle de la filière sucre à Madagascar","RA1 : Le CMCS dispose d’une structure et de stratégie capables de répondre d’une manière durable aux demandes de services exprimées par les acteurs clés de la filière.  
                                                                                                      RA2 : Un système d’information et d’échange pour la promotion de la filière est fonctionnel.
                                                                                                                                                                                                                                                                              RA3 : Les capacités organisationnelles du CMCS sont renforcées.",,,,,,,,,"401512","../../../../../:f:/g/personal/y_karroum_arkoconsulting_org/EpXYdTnsi-VCpsDe6NhS6W4BU_NUi0BdaH1M-Z0iWdnrJw?e=crfLQn","Madagascar","Subvention","Subvention pour action",,2023-07-31,2019-08-01,"Centre Malgache de la Canne et du Sucre (CMCS)",,,,,,,,,495000,550000,,"Centre Malgache de la Canne et du Sucre (CMCS)",55000,,,,,,,,,,38662,31120,"Développement rural",,"Développement agricole","Madagascar",,,"PCC-400913","Oui","M. Fanilo Herizo ANDRIAMALALA, Responsable du Programme AFAFI-Nord auprès du BACE - faniloherizo@gmail.com  ",
"FED",2022,432531,"Etudes, aménagement et réhabilitation de 8 périmètres irrigués répartis sur 3 communes (Ambohitralanana et Ampohibe - district d’Antalaha, et Farahalana - District de Sambava), d'une piste (du périmètre irrigué d’Ankorakabe II dans le fokontany d’Ambolo) et du pont d’Andrakadilana dans la commune rurale d’Ambohitralanana (District d’Antalaha)",,"RAKOTOMAVO TSIORY","ODD n°2 - Faim « Zéro »","ODD n°1 - Pas de pauvreté",,,,"
Promouvoir un secteur agricole durable, inclusif et performant","Etude de 8 périmètres, répartis au moins sur 20 Fokontany de 3 communes","Livrer l’ensemble des éléments techniques à mettre dans les DAO en vue
de la réalisation des travaux, d’élaborer les DAO des travaux, et d’appuyer le Maître d’Ouvrage
pour la passation des marchés de travaux et la mise en vigueur des marchés des travaux pour Etudes techniques complètes (APS, APD) des travaux
d’aménagement/réhabilitation de 08 périmètres irrigués, sur 3 communes
(Ambohitralanana et Ampohibe-district Antalaha, Farahalana-district
Sambava) ; du traitement des points noirs de la piste du PI Ankorakabe 2, dans le fokontanyd’Ambolo, commune rurale d'Ampohibe-district Antalaha et de la reconstruction/réhabilitation du pont d’Andrakadilana dans la
commune rurale d’Ambohitralanana-district Antalaha.",,,,,,,,,432531,"../../../../../:f:/g/personal/y_karroum_arkoconsulting_org/EuZXlATIlNhLtw5u3JVQSRgBaVhVwMSxIzfjzIxImtqFCQ?e=ZQrbCU","Madagascar","Mise en œuvre","Services",,2023-08-19,2022-05-20,"BRL Madagascar SA",,,,,,,,,121532.07,121532.07,,,,,,,,,,,,,39387,43040,"Développement rural",,,"Sava,",,"Antalaha;","PCC-432531","Non",,
"FED",2022,431844,"Filières Inclusives d'Ambilobe et Renforcements des Organisations paysannes : Renforcement des capacités des organisations paysannes autour des filières riz, banane, pisciculture et pêche continentale dans la région de Diana","FIARO ","RAKOTOMAVO TSIORY","ODD n°2 - Faim « Zéro »","ODD n°1 - Pas de pauvreté","ODD n°5 - Égalité entre les sexes",,,"Les organisatoins paysannes d’Ambilobe sont en mesure de participer activement à la gouvernance du secteur agricole de la région Diana","Les producteurs des filières riz, pisciculture, pêche continentale et banane s’organisent au sein d’organisations paysannes renforcées","Résultat 1 : Les responsables des organisations paysannes ont les capacités d’animer leur organisation, de développer les services aux membres 

Résultat 2 : Les OP mettent en œuvre des services pour améliorer la quantité et la qualité des productions ainsi que l’insertion des producteurs dans les filières

Résultat 3 : Les OP et leurs membres améliorent leurs accès au financement 
",,,,,,,,,"431842","../../../../../:f:/g/personal/y_karroum_arkoconsulting_org/EmYb_vksRspOnfZuwvxr_RgBv0tlGpz5asVeylOC3mh_lA?e=taVdIr","Madagascar","Subvention","Subvention pour action",,2025-06-30,2022-07-01,"Afdi - Agriculteurs Français et Développement International","AVSF - Agronomes & Vétérinaires Sans Frontières",,,,,,,,416838,438787,,"Afdi - Agriculteurs Français et Développement International",18459.5,"AVSF - Agronomes & Vétérinaires Sans Frontières",3489.5,,,,,,,,39387,43040,"Développement rural",,"Développement rural","Diana,",,"Ambilobe;","PCC-431844","Oui","M. Guillaume PARIZET, Coordinateur National – g.parizet@avsf.org",
"FED",2021,416996,"Devis programme AFAFI-Nord DIANA","DP AFAFI-Nord Diana","RAKOTOMAVO TSIORY","ODD n°2 - Faim « Zéro »",,,,,"PROMOUVOIR UN SECTEUR AGRICOLE DURABLE, INCLUSIF ET PERFORMANT DANS LE NORD DE MADAGASCAR","OS1: Contribuer à l'amélioration de la gouvernance du secteur pour permettre une croisance agricole inclusive et une utilisation durable des ressources naturelles

OS2: Contribuer à l'amélioration de la productivité et de la durabilité des chaines de valeur agricole

OS3: Contribuer à l'amélioration de la sécurité alimentaire et nutritionelle et de la résilience des menages vulnérables","Les Collectivités Territoriales Décentralisées (CTD) sont renforcées pour mieux assumer leurs missions au bénéfice des populations cibles.
R12 : 	Les Services Techniques Déconcentrés (STD) sont renforcés afin d'assurer leurs missions au bénéfice des populations cibles.
R13 : 	La structuration et l'opérationnalisation des organisations paysannes et professionnelles ainsi que des communautés de base sont développées.R21 : Une meilleure maîtrise de l’eau à usage agricole et pastoral est assurée.
R22 : La productivité et la rentabilité des filières/chaînes de valeur sont améliorées. R31 : La promotion des actions de lutte contre la malnutrition est renforcée.
R32 : Des revenus sont générés par un appui à la production et autres AGR pour les groupes plus vulnérables, notamment les femmes et les jeunes.
R33 : L’accès à l’eau potable et à l’hygiène est amélioré.


",,,,,,,,,"431843","../../../../../:f:/g/personal/y_karroum_arkoconsulting_org/Elhm5msnm2FCg7qqF44VU3ABD78xMCLz9jLaf9EILb85Ug?e=iSSWDB","Madagascar","Mise en œuvre","Pro forma registration (Program Estimates, Budget Support)",,2025-06-30,2021-10-26,"République de Madagascar",,,,,,,,,2293894.31,2293894.31,,,,,,,,,,,,,39387,43040,"Développement rural","Non",,"Diana,","Antsaravibe, Tanambao Marivorahona, Ankaratra, Sirama, Antsohimbondrona, Ambodibonara, Anjiabe Haut, Ampondralava, Mantaly, Ambilobe, Ambakirano, Beramanja, Ambatoben'anjavy, Antanabe, Tanabe, Manambato",,"PCC-416996","Non","M. Gregoire IMBERTY, Représentant pays de la Fondation Aga Khan - Gregoire.IMBERTY@akdn.org 
Jonatane B-Budiaki, Responsable des partenariats de la Fondation Aga Khan - jonatane.b-budiaki@akdn.org 
",
"FED",2017,376100,"Programme Intégré d'Assainissement d'Antananarivo","PIAA","ROBERT SAMUEL","ODD n°6 - Eau propre et assainissement","ODD n°11 - Villes et communautés durable",,,,"Le PIAA a été conçu pour répondre au problème de réhabilitations de certaines infrastructures clés pour la gestion des inondations de la capitale Antananarivo, tout en accompagnant les institutions existantes dans une réflexion plus globale de prévention et de gestion de l’assainissement et des risques d’inondation.","Le Programme Intégré d’Assainissement d’Antananarivo (PIAA) a pour finalité d’améliorer les conditions de santé et de vie des habitants de l’agglomération d’Antananarivo en : 
(i) clarifiant le cadre sectoriel de l’assainissement du Grand Antananarivo; 
(ii) maîtrisant mieux les risques d’inondation dans l’agglomération ; 
(iii) améliorant le fonctionnement des réseaux d’assainissement ; 
(iv) optimisant les bénéfices sanitaires pour les populations concernées.
","gestion et d’entretien en version finale provisoire ; et formation du prestataire AUE sur le",,,,,,,,,"390501","../../../../../:f:/g/personal/y_karroum_arkoconsulting_org/ErfWg_NcwK1JgLysXKcawTABBG3lg_C5JJW7KbyybHa1gw?e=8SccdD","Madagascar","Mise en oeuvre","Convention de Financement",,2023-11-03,2017-04-04,"AFD - Agence Française de Développement",,,,,,,,,3000000,34185000,,"AFD - Agence Française de Développement",31185000,,,,,,,,,"Autres Bailleurs: AFD
Montant: 25000000",38465,14022,"Infrastructures et énergie",,,"Antananarivo,",,,"PCC-376100","Oui","Dr Jean-Marc BOUVET, Directeur Régional pour l’Afrique Australe et Madagascar - jean-marc.bouvet@cirad.fr",
"FED",2019,409496,"Contribution financière à la mise en oeuvre du programme « Sustainable Use of Natural Resources and Energy Finance »","SUNREF","ROBERT SAMUEL","ODD n°7 - Énergie propre et d'un coût abordable",,,"Energie Renouvelable et Durable",,"Encourager l’investissement privé dans le domaine des énergies renouvelables, de l’efficacité énergétique et de l'environnement à Madagascar","- Contribuer à la constitution pérenne d’une offre de financement bancaire adaptée aux investissements verts, en proposant aux banques locales participantes une mise à niveau technique, financière et commerciale sur ces problématiques et en leur permettant de constituer un portefeuille pilote à travers le programme ;

- Accroître le marché des investissements verts à Madagascar en encourageant les acteurs économiques à investir et en contribuant à l’émergence d’offres de services techniques et financiers adéquats ;

- Favoriser la compétitivité et la capacité de création d’emplois des entreprises malgaches à travers leur sensibilisation aux bénéfices des investissements en EE et l’accès renforcé à des sources d’énergie moins émettrices en CO2 ;

- Réduire l’empreinte environnementale et climatique des acteurs économiques malgaches.
","MGE ;",,,"https://sunref.solidis.org/",,,,,"-	« Finance verte – Le programme SUNREF pour les projets verts », L’Express de Madagascar, 15 avril 2021, lien 
-	« Nahazofampindramam-bola mitentina 6 tapitrisa Euros ny MBC Madagasikara », 15 avril 2021, version papier 
-	« ANGOVO AZO HAVAOZINA. Hahazofampindramam-vola 6 tapitrisa euros », 14 avril 2021, lien 
-	« AFD : 6 millions d’euros pour des projets écoresponsables », Actualite.mg, 13 avril 2021, lien 
-	« Soutien aux projets éco-responsables – Six millions d’euros accordés à MCB Madagascar », La Vérité, 13 avril 2021, lien 
-	« AFD sy BCM : 6 tapitrisa euros hofiarovananytontoloiainana”, News Mada, 13 avril 2021, lien 
-	« AFD : SUNREF permet à la MCB Madagascar de soutenir les entreprises malgaches impliquées dans des projets éco responsables », Délire Madagascar, 13 avril 2021, lien 
-	« La MCB et l’AFD signent le démarrage des lignes de crédit SUNREF à Madagascar », Lakroa, 13 avril 2021, lien 
-	« Crédit SUNREF : Une enveloppe de six millions d’euros pour les projets écoresponsables », Malagasy news, 13 avril 2021, lien 
-	« Finance verte : La MCB première banque partenaire du programme SUNREF », Midi Madagaskira,13 avril 2021, lien","412366","../../../../../:f:/g/personal/y_karroum_arkoconsulting_org/EgVDwioGzy9Go320DxFQs2YB7JYl7vaZNbBjDrrtlASkSg?e=TWfeku","Madagascar","Mise en oeuvre","Convention de Financement",,2023-12-13,2019-12-13,"Agence Française de Développement (AFD)","Solidis","Ginger Burgeap","IED","Gret",,,,,2985300,13985300,,"AFD - Agence Française de Développement",11000000,,,,,,,,,,39988,23183,"Infrastructures et énergie",,,"Alaotra-Mangoro,Amoron'i Mania,Analamanga,Analanjirofo,Androy,Anôsy,Atsimo-Andrefana,Atsimo-Atsinanana,Atsinanana,Betsiboka,Boeny,Bongolava,Diana,Haute Matsiatra,Ihorombe,Itasy,Melaky,Menabe,Sava,Sofia,Vakinankaratra,Vatovavy,Fitovinany,Ambatosoa,",,"Antananarivo I;Antananarivo II;Antananarivo III;Antananarivo IV;Antananarivo V;Antananarivo VI;Antananarivo Atsimondrano;Antananarivo Avaradrano;Ambohidratrimo;Ankazobe;Anjozorobe;Andramasina;Manjakandriana;Tsiroanomandidy;Fenoarivo Be;Miarinarivo;Arivonimamo;Soavinandriana;Antsirabe I;Antsirabe II;Ambatolampy;Antanifotsy;Betafo;Faratsiho;Mandoto;Toamasina I;Toamasina II;Antanambao Manampotsy;Brickaville;Mahanoro;Marolambo;Vatomandry;Ambatondrazaka;Amparafaravola;Moramanga;Andilamena;Anosibe an’Ala;Fénérive Est;Mananara nord;Maroantsetra;Vavatenina;Soanierana Ivongo;Antsiranana I;Antsiranana II;Ambanja;Ambilobe;Sambava;Antalaha;Vohemar;Andapa;Fianarantsoa I;Vohibato;Lalangina;Isandra;Ambalavao;Ambohimahasoa;Ikalamavony;Ambositra;Fandriana;Ambatofinandrahana;Manandriana;Manakara;Mananjary;Ifanadiana;Ikongo;Nosy Varika;Vohipeno;Farafangana;Vangaindrano;Vondrozo;Befotaka;Midongy atsimo;Ihosy;Iakora;Ivohibe;Mahajanga I;Mahajanga II;Ambato Boeny;Marovoay;Soalala;Mitsinjo;Maevatanàna;Kandreho;Tsaratanàna;Antsohihy;Analalava;Bealanana;Befandriana nord;Mampikony;Mandritsara;Port Bergé;Maintirano;Morafenobe;Ambatomainty;Antsalova;Besalampy;Toliary I;Toliary II;Ampanihy;Benenitra;Beroroha;Betioky;Ankazoabo;Morombe;Sakaraha;Ambovombe Androy;Beloha;Bekily;Tsihombe;Taolagnaro;Amboasary;Betroka;Morondava;Belo surTsiribihina;Manja;Mahabo;Miandrivazo;Préfecture de Sainte-Marie / Chef lieu : Ambodifotatra;Préfecture de Nosy Be / Chef lieu : Hell-Ville;","PCC-409496","Oui","mailto:genco.madagascar@medecinsdumonde.net",
"FED",2019,412366,"Réhabilitation du réseau d'alimentation en eau potable d'Antananarivo et ses alentours","JIRAMA WATER III","ROBERT SAMUEL","ODD n°6 - Eau propre et assainissement",,,,,"Remise à niveau du système d’alimentation en eau potable d’Antananarivo et de sa périphérie, en termes de qualité de service et de couverture","Amélioration de l’accès à l’alimentation en eau potable (amélioration du service et extension de la couverture du service) pour environ 2.200.000 habitants de la Communauté Urbaine d’Antananarivo et ses communes périphériques.",,"Augmentation de la capacité de production et de traitement de l'eau d’environ 100 000 m³ / jour, ",,,,,,,,"434083","../../../../../:f:/g/personal/y_karroum_arkoconsulting_org/EqGZA4CTRVhHoGAW0JmRfzEBfoJGXbtFaVFXxRd0QUFYtA?e=JgZKDE","Madagascar","Mise en œuvre","Convention de Financement",,2026-12-26,2019-12-27,"Banque européenne d'investissement (BEI)",,,,,,,,,29999996,64999996,,"Banque européenne d'investissement (BEI)",35000000,,,,,,,,,,39988,14020,"Infrastructures et énergie",,,"Antananarivo,",,,"PCC-412366","Oui","mailto:nharijaona@gmail.com",
"FED",2022,431413,"Programme Intégré d'Assainissement d'Antananarivo - Phase 2","PIAA 2","ROBERT SAMUEL","ODD n°6 - Eau propre et assainissement","ODD n°11 - Villes et communautés durable",,,,"Améliorer les conditions de vie dans les quartiers de la ville basse, les plus affectés par les inondations","- Renforcer les capacités des opérateurs sectoriels pour la définition d’un cadre sectoriel plus efficace

- Traiter des points noirs hydrauliques
 
- Sensibiliser les populations concernées pour qu’elles contribuent à l’entretien des infrastructures tout en étant mieux à-mêmes de faire face aux risques résiduels 

- Renforcer les capacités des acteurs en charge de la lutte contre les inondations et de l’assainissement, dont la Commune urbaine d'Antananarivo, l’Autorité pour la Protection contre les Inondations de la Plaine d'Antananarivo (APIPA) et la Société Municipale d'Assainissement (SMA)

- Disposer d'études techniques pour l’assainissement des eaux usées","570.000 personnes bénéficient d'une diminution du risque d'inondation

12km de canalisation sont créés ou réhabilités","Augmentation de la capacité de stockage d’environ 8 000 m3, de la capacité de transport et distribution (environ 140 km de conduites pour renforcer ou étendre le réseau) et rénovation d’environ 40 km de vielles conduites.",,,,,,,,"436012","../../../../../:f:/g/personal/y_karroum_arkoconsulting_org/EoaMmowpIFFMgknU0MV70pwBkqYCtFPanZNd9G_KGTP-jA?e=6ZTC79","Madagascar","Mise en œuvre","Convention de Financement",,2027-08-23,2022-08-24,"AFD - Agence Française de Développement",,,,,,,,,8300000,53300000,,"AFD - Agence Française de Développement",45000000,,,,,,,,,,41866,14022,"Infrastructures et énergie",,,"Antananarivo,",,,"PCC-431413","Oui","M. Philippe MARQUAND / Chef de mission / Philippe.marquand@climinvest-eu.com",
